month_ts,paper_count,em_dash_per_1k_words_monthly_mean,semicolon_per_1k_words_monthly_mean,colon_per_1k_words_monthly_mean,clause_depth_monthly_mean,dependency_entropy_monthly_mean,dependency_length_monthly_mean,coordination_count_monthly_mean,sentence_depth_std_monthly_mean,list_of_three_monthly_mean,marker_words_total_per_1k_words_monthly_mean,marker_verbs_total_per_1k_words_monthly_mean,marker_adjectives_total_per_1k_words_monthly_mean,marker_phrases_total_per_1k_words_monthly_mean,sequential_markers_total_per_1k_words_monthly_mean,causal_markers_total_per_1k_words_monthly_mean,contrast_markers_total_per_1k_words_monthly_mean,emphasis_markers_total_per_1k_words_monthly_mean,summary_markers_total_per_1k_words_monthly_mean
2020-06-01,15,0.7876113369702444,0.0,5.281357368977256,11.333333333333334,2.7560288696183664,3.190755492197172,5.133333333333334,2.271891317103205,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,15,1.0309278350515465,1.077858363065451,3.7435711496256374,11.066666666666666,2.7736816761131484,3.59220904471561,5.4,1.8611116546120186,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,15,0.0,0.0,3.4831718118076656,11.8,2.75281721283505,3.2256220063448136,5.933333333333334,2.487560606697525,1.5333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,15,1.173222912353347,0.3418803418803419,4.172270380155809,11.6,2.762149693385546,3.3445762165061343,5.0,2.2984381952688846,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,15,0.5698005698005699,1.1549094324719544,4.976158243667545,12.933333333333334,2.7439184003568204,3.4288694654835323,5.133333333333334,2.9863973022964467,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,15,0.0,2.511746223913294,4.603244501731486,12.133333333333333,2.815358348210127,3.3355150125151494,4.866666666666666,2.7448454648971525,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,15,0.0,0.626475194670549,3.893096762620608,11.8,2.7830514502290766,3.328318662288363,6.6,2.311792982263042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,15,0.6980802792321118,0.2554278416347382,2.881152085173792,12.6,2.7392247086904056,3.192665390697358,6.6,2.6129293433991543,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,15,0.322061191626409,1.3281535703794296,6.994311795270582,10.733333333333333,2.8114994655997716,3.5397048316641166,6.6,1.9593097864177755,1.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,15,0.5555555555555556,0.8045423538381286,5.438806996507903,11.933333333333334,2.802799018938101,3.3777433195177764,7.333333333333333,2.30707006039412,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,15,0.36429872495446264,0.4444444444444445,2.8015345964999367,10.933333333333334,2.8183509811189875,3.4004830539720796,6.2,2.182915579553403,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,15,1.3157894736842104,0.3968253968253968,3.637793249978976,12.6,2.799868431072436,3.4814537534581236,6.933333333333334,2.6539088421908277,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,15,0.3454231433506045,0.7070001638171112,1.2169200674791076,12.933333333333334,2.770665024862388,3.2960335363578945,6.333333333333333,2.620311069580793,1.4666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,15,0.690846286701209,0.0,3.4686931078255934,11.066666666666666,2.7332167944188064,3.2759723364464355,4.533333333333333,2.0295518036835336,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,15,0.33500837520938026,0.0,2.519040536335,11.4,2.7645703355138713,3.3730893034089755,6.6,2.0960970780826407,1.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,15,0.0,0.6734006734006734,4.917284436052565,11.6,2.7927233794982658,3.6565123447640664,7.0,2.2104906854935695,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,15,0.7084321941205176,0.2506265664160401,4.85521472166949,11.2,2.7474354371191407,3.4358260133726954,6.133333333333334,2.151049072886307,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,15,0.789445685711246,2.7550423525006407,2.155032174190604,11.933333333333334,2.7401326220902122,3.3277061366369782,8.466666666666667,2.544781852825745,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,15,0.0,1.0267379679144384,3.184052957144039,12.133333333333333,2.7716587564233195,3.5009468643650976,6.266666666666667,2.3394148136737942,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,15,0.26455026455026454,2.3295052823848637,3.736986132255344,12.6,2.764362481636802,3.3866023043662996,6.4,2.644334745248277,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,15,0.7440063302196052,0.31007751937984496,4.705494261735333,12.0,2.8144520081426925,3.3668381873167763,6.066666666666666,2.544327646196426,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,15,0.7663940997274331,0.0,5.020386088160127,12.2,2.756555755360581,3.52658284849826,6.6,2.6056793003784633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,15,0.43859649122807015,1.0642756911413627,3.2844253122957854,11.533333333333333,2.740970867555387,3.3848571116876713,6.533333333333333,2.0287135908411393,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,15,1.3079752831141354,0.0,5.602516452917997,12.066666666666666,2.766414391483966,3.4798769036044606,6.6,2.4425048656245907,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,15,1.7601328965665277,0.7873708067131665,4.8340931004983,12.066666666666666,2.859343196488312,3.5350581922244584,6.4,2.421594905708053,1.5333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,15,0.23809523809523808,1.155021000381825,5.05020670551022,11.666666666666666,2.7482404364847524,3.3821747039480186,8.666666666666666,2.141750650834735,1.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,15,0.7751937984496123,1.0763581106749398,3.5398482979469876,11.6,2.7603748281120106,3.398884533374019,6.6,2.1713137739068102,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,15,0.7448905488121175,0.411522633744856,5.7563752724732735,10.133333333333333,2.7673915567531764,3.700550238078835,6.0,1.8443422812127168,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,15,1.6161616161616161,0.3003003003003003,5.34003223587131,10.6,2.8200909954053395,3.4121506701501745,5.866666666666666,2.0227307899803626,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,15,0.0,0.8032128514056225,6.7067029535644185,11.0,2.804237490192478,3.3577283243974705,5.666666666666667,1.943012605640791,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,15,0.5249343832020997,0.3189792663476874,4.934531633915151,11.266666666666667,2.742945672143367,3.1297275306745074,4.933333333333334,2.2174226686948004,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,15,0.0,0.7975061410175913,3.3865737731491095,12.066666666666666,2.7927011621273103,3.5016913250151522,5.933333333333334,2.3276201672294707,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,15,0.0,0.0,5.850315151767912,12.2,2.7706700419062447,3.416078547585593,5.8,2.507399555408061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,15,0.2656042496679947,0.8400588802598854,5.500931195175173,11.066666666666666,2.810749089295192,3.4175681352594682,8.4,2.0286993522240735,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,15,0.0,0.0,4.018391695450882,10.466666666666667,2.785523936468009,3.3007924743775394,6.0,1.8296459910710625,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,15,0.5128205128205129,0.2604166666666667,3.560844498215971,11.333333333333334,2.7529083173453857,3.3418604361468103,5.4,2.18363595236592,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,15,2.5622119815668203,1.9451410981722141,6.142797993190935,11.0,2.7940988763774324,3.5112451928384485,6.533333333333333,2.173631111442603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,15,1.4020358999438498,1.7112700678110557,5.988271217797183,12.0,2.798357794458448,3.365256831678155,5.733333333333333,2.3851456366208366,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,15,0.0,0.2777777777777778,6.308692399915358,10.933333333333334,2.768003645915937,3.4365259077581287,5.466666666666667,2.0721151820416184,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,15,0.0,0.0,5.976680985360261,11.4,2.7880166373726523,3.3553257408101276,7.666666666666667,2.1621578991014005,1.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,15,1.378553087703359,0.0,7.029476518949648,11.8,2.843648324120943,3.43255701665734,6.8,2.235218749369676,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,15,0.0,1.2339211920144346,6.283616625935946,12.133333333333333,2.775676661814686,3.58216141395575,7.4,2.4661353476700225,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,15,0.32051282051282054,1.2533725778758893,3.520625825107412,11.533333333333333,2.751715656840314,3.326348284701307,6.133333333333334,2.0889469438085846,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,15,1.4959836324209652,1.4509582738904925,4.10854753558929,12.066666666666666,2.7493684650074797,3.544943549471553,6.266666666666667,2.4789090497035833,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,15,1.0968167573808345,1.9604557404644443,6.0579037816223815,12.0,2.813887358801109,3.58408726733063,6.533333333333333,2.2190186437469084,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,15,0.0,2.6867627785058983,4.505384583836786,10.933333333333334,2.7830794926715265,3.304929770094203,5.6,2.1457679051207994,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,15,0.7726305450973973,0.6636127274978333,6.699024317216622,11.866666666666667,2.7670175207374323,3.350870755923957,5.133333333333334,2.152950477984848,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,15,0.8098951081407222,2.8617089350590836,8.376411775580385,12.533333333333333,2.7852408083524467,3.572912003447533,6.8,2.4167860324401094,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,15,0.0,0.0,3.877976402059327,11.2,2.7952856669717527,3.5092378916062197,6.266666666666667,2.070209265506752,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,15,1.4953893035190309,0.0,2.4410399695369494,12.333333333333334,2.7740690346254477,3.375493686242034,7.066666666666666,2.4334729103706274,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,15,0.26246719160104987,0.0,4.458139310160604,11.266666666666667,2.787865128039483,3.495462621255984,5.933333333333334,2.1867713717941037,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,15,0.9456264775413711,0.3898635477582845,6.7038890189636495,11.466666666666667,2.799003671683634,3.4485621226841516,7.4,2.1436007445750436,1.5333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,15,0.9523809523809523,0.0,5.976203529918481,11.066666666666666,2.768561939805131,3.4353549737875566,5.066666666666666,1.9107878681532033,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,15,0.0,0.303030303030303,6.008736453939938,11.0,2.7257446248999257,3.417734377836604,6.466666666666667,2.175023029131475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,15,0.677447364575005,0.6504065040650406,4.9138382307331705,10.2,2.776593312414536,3.636318416703808,6.6,1.8846936926739508,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,15,1.2437298151583864,0.0,6.448856530318727,11.066666666666666,2.786114172229262,3.4400136502563075,6.266666666666667,2.1259168342890673,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,15,1.485194467650608,1.308785622511113,8.844307354154441,10.266666666666667,2.7931659637549724,3.4704381612311637,6.333333333333333,2.0318037919625462,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01,15,0.5486968449931413,0.0,5.72329516338037,11.733333333333333,2.759736859787403,3.3801915290294384,7.666666666666667,2.3146289638899824,1.5333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,15,0.2789400278940028,0.9069201954040615,7.891904669657634,11.133333333333333,2.7954329112951712,3.4364201736875395,6.333333333333333,2.1015598438240586,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,15,0.0,0.0,7.833867048254943,11.0,2.7588125613803447,3.5314056086265873,6.8,2.082450582518631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-01,15,0.25641025641025644,0.6535947712418301,8.540242304594516,11.533333333333333,2.7913341785721335,3.508726017893497,6.066666666666666,2.191586201628072,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,15,1.2749306586915685,1.379540915529513,5.741919270168918,11.666666666666666,2.789581886203242,3.4083232755245865,7.4,2.414582710806501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-01,15,0.7092198581560284,0.3992015968063872,6.8324255350395715,10.4,2.7751420897729164,3.5067888024312377,6.066666666666666,1.8654639307330336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-01,15,0.3745318352059925,1.7886628845532955,7.253251696453281,11.533333333333333,2.7890891440415766,3.4326842683844685,7.2,2.0906419380584254,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-01,15,0.5899705014749262,1.0191548170802198,6.809482014749192,10.8,2.7738307245854497,3.384300974772499,5.266666666666667,1.914519937204749,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-01,15,2.377899877899878,0.9994485800937415,7.0145032923454975,11.066666666666666,2.786228795611286,3.546499671054643,7.933333333333334,1.9655237562808134,1.5333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-01,15,2.0966739617951418,0.0,6.931386569349219,10.066666666666666,2.788020888642815,3.4384378336752066,6.8,1.7103644884515712,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01,15,1.7937545388525782,1.2464387464387463,10.955648634364623,11.066666666666666,2.8134957307343718,3.5300557509914667,8.2,2.0346045113066533,1.5333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-01,15,0.9259259259259258,1.3532549187394918,10.850607524729616,10.4,2.7620215217796016,3.54967498611685,7.266666666666667,2.056437184245264,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-01,15,1.2549644918870237,1.3145969388187264,8.187998528657548,10.533333333333333,2.8377037270279866,3.6231425478235795,8.333333333333334,1.7893420824125812,1.5333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-01,15,2.2322641368780873,0.5208333333333334,7.463283367700779,10.6,2.764922841399849,3.610942994045558,7.533333333333333,2.0472725581350857,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
